Index ID,Date (dd/mm/yyyy),CustomerID,PromotionID,Product ID,Units Sold,Price Per Unit,Total sales,Offers %,Discount value only,Net Sales,Profit
759,22/09/2020,42,0,P025,1,8999,8999,0,0,8999,899.9
760,30/03/2022,15,0,P001,3,79999,239997,0,0,239997,23999.7
761,27/02/2020,48,0,P006,3,7499,22497,0,0,22497,2249.7
762,31/07/2023,11,0,P020,2,12999,25998,0,0,25998,2599.8
763,17/05/2021,19,PR001,P026,2,5499,10998,20,2199.6,8798.4,879.84
764,16/11/2020,20,0,P028,1,349,349,0,0,349,34.9
765,24/08/2020,49,0,P017,1,10499,10499,0,0,10499,1049.9
766,01/03/2020,5,0,P009,1,3499,3499,0,0,3499,349.9
767,29/02/2020,8,0,P021,2,1299,2598,0,0,2598,259.8
768,07/07/2023,25,0,P011,3,1499,4497,0,0,4497,449.7
769,26/04/2023,4,PR001,P029,2,99,198,20,39.6,158.4,15.84
770,14/08/2021,36,0,P014,2,4999,9998,0,0,9998,999.8
771,02/01/2022,2,0,P012,1,2999,2999,0,0,2999,299.9
772,10/06/2023,4,0,P010,1,2199,2199,0,0,2199,219.9
773,10/08/2020,28,0,P005,3,92499,277497,0,0,277497,27749.7
774,29/06/2021,20,0,P027,2,699,1398,0,0,1398,139.8
775,13/09/2023,45,0,P019,3,5999,17997,0,0,17997,1799.7
776,07/12/2021,5,0,P030,2,399,798,0,0,798,79.8
777,28/02/2020,7,0,P006,3,7499,22497,0,0,22497,2249.7
778,06/08/2022,3,0,P012,3,2999,8997,0,0,8997,899.7
779,18/02/2022,10,0,P017,3,10499,31497,0,0,31497,3149.7
780,25/12/2023,12,PR005,P017,2,10499,20998,70,14698.6,6299.4,629.94
781,17/04/2023,8,PR001,P020,1,12999,12999,20,2599.8,10399.2,1039.92
782,21/07/2023,23,0,P023,3,1499,4497,0,0,4497,449.7
783,16/04/2020,15,PR001,P017,2,10499,20998,20,4199.6,16798.4,1679.84
784,11/09/2022,11,0,P013,2,15999,31998,0,0,31998,3199.8
785,01/07/2021,37,0,P003,3,89999,269997,0,0,269997,26999.7
786,28/08/2023,47,0,P006,1,7499,7499,0,0,7499,749.9
787,27/10/2023,47,0,P003,3,89999,269997,0,0,269997,26999.7
788,30/07/2020,1,0,P008,2,5499,10998,0,0,10998,1099.8
789,31/03/2021,49,0,P012,3,2999,8997,0,0,8997,899.7
790,09/11/2020,28,0,P008,3,5499,16497,0,0,16497,1649.7
791,19/07/2022,2,0,P012,1,2999,2999,0,0,2999,299.9
792,08/12/2021,36,0,P017,3,10499,31497,0,0,31497,3149.7
793,13/07/2022,37,0,P014,3,4999,14997,0,0,14997,1499.7
794,06/05/2021,17,PR001,P004,3,64999,194997,20,38999.4,155997.6,15599.76
795,25/01/2022,34,0,P021,2,1299,2598,0,0,2598,259.8
796,19/10/2020,30,0,P020,1,12999,12999,0,0,12999,1299.9
797,07/01/2023,20,0,P023,2,1499,2998,0,0,2998,299.8
798,22/12/2021,5,0,P027,3,699,2097,0,0,2097,209.7
799,10/01/2020,46,0,P005,3,92499,277497,0,0,277497,27749.7
800,26/02/2022,27,0,P023,2,1499,2998,0,0,2998,299.8
801,10/09/2023,5,0,P021,2,1299,2598,0,0,2598,259.8
802,28/06/2023,4,0,P015,1,8499,8499,0,0,8499,849.9
803,02/09/2023,36,0,P020,2,12999,25998,0,0,25998,2599.8
804,07/06/2021,31,0,P003,1,89999,89999,0,0,89999,8999.9
805,01/09/2020,26,0,P024,1,2799,2799,0,0,2799,279.9
806,24/09/2022,9,0,P013,2,15999,31998,0,0,31998,3199.8
807,06/03/2022,4,0,P018,1,2299,2299,0,0,2299,229.9
808,08/01/2020,19,0,P013,2,15999,31998,0,0,31998,3199.8
809,24/06/2021,19,0,P003,1,89999,89999,0,0,89999,8999.9
810,03/05/2022,3,PR001,P030,1,399,399,20,79.8,319.2,31.92
811,01/09/2020,1,0,P020,1,12999,12999,0,0,12999,1299.9
812,20/09/2020,14,0,P007,1,6999,6999,0,0,6999,699.9
813,09/11/2021,32,0,P001,2,79999,159998,0,0,159998,15999.8
814,04/09/2022,38,0,P027,2,699,1398,0,0,1398,139.8
815,17/03/2021,36,0,P027,1,699,699,0,0,699,69.9
816,24/12/2023,12,PR005,P007,2,6999,13998,70,9798.6,4199.4,419.94
817,10/10/2020,50,0,P015,1,8499,8499,0,0,8499,849.9
818,03/05/2021,33,PR001,P026,1,5499,5499,20,1099.8,4399.2,439.92
819,05/09/2021,45,0,P001,3,79999,239997,0,0,239997,23999.7
820,22/10/2020,1,0,P001,1,79999,79999,0,0,79999,7999.9
821,02/12/2021,24,0,P011,3,1499,4497,0,0,4497,449.7
822,10/04/2021,18,PR001,P018,2,2299,4598,20,919.6,3678.4,367.84
823,29/02/2020,8,0,P008,3,5499,16497,0,0,16497,1649.7
824,19/05/2022,7,PR001,P022,3,1999,5997,20,1199.4,4797.6,479.76
825,24/10/2023,20,0,P011,1,1499,1499,0,0,1499,149.9
826,02/08/2023,28,0,P016,2,24999,49998,0,0,49998,4999.8
827,15/11/2022,47,0,P016,1,24999,24999,0,0,24999,2499.9
828,19/01/2020,36,0,P006,2,7499,14998,0,0,14998,1499.8
829,08/01/2022,47,0,P013,2,15999,31998,0,0,31998,3199.8
830,11/11/2023,15,0,P001,2,79999,159998,0,0,159998,15999.8
831,29/12/2021,6,0,P023,2,1499,2998,0,0,2998,299.8
832,30/01/2023,13,0,P029,3,99,297,0,0,297,29.7
833,31/08/2022,3,0,P027,2,699,1398,0,0,1398,139.8
834,25/01/2021,25,0,P009,1,3499,3499,0,0,3499,349.9
835,26/04/2021,5,PR001,P002,2,69999,139998,20,27999.6,111998.4,11199.84
836,14/05/2023,21,PR001,P013,1,15999,15999,20,3199.8,12799.2,1279.92
837,23/05/2023,29,PR001,P005,2,92499,184998,20,36999.6,147998.4,14799.84
838,02/07/2020,33,0,P007,3,6999,20997,0,0,20997,2099.7
839,20/03/2023,34,0,P005,2,92499,184998,0,0,184998,18499.8
840,12/01/2023,3,0,P026,1,5499,5499,0,0,5499,549.9
841,01/08/2020,5,0,P001,2,79999,159998,0,0,159998,15999.8
842,24/05/2021,7,PR001,P023,1,1499,1499,20,299.8,1199.2,119.92
843,15/08/2022,42,0,P010,2,2199,4398,0,0,4398,439.8
844,29/06/2021,14,0,P006,3,7499,22497,0,0,22497,2249.7
845,20/06/2023,41,0,P021,2,1299,2598,0,0,2598,259.8
846,14/08/2023,32,0,P030,2,399,798,0,0,798,79.8
847,12/01/2021,34,0,P030,2,399,798,0,0,798,79.8
848,07/02/2023,3,0,P013,3,15999,47997,0,0,47997,4799.7
849,20/01/2021,20,0,P008,2,5499,10998,0,0,10998,1099.8
850,21/04/2022,40,PR001,P026,1,5499,5499,20,1099.8,4399.2,439.92
851,07/01/2022,23,0,P028,3,349,1047,0,0,1047,104.7
852,26/11/2020,39,0,P014,3,4999,14997,0,0,14997,1499.7
853,16/08/2023,25,0,P015,2,8499,16998,0,0,16998,1699.8
854,06/04/2023,18,PR001,P019,1,5999,5999,20,1199.8,4799.2,479.92
855,28/07/2022,46,0,P002,3,69999,209997,0,0,209997,20999.7
856,18/01/2021,3,0,P005,1,92499,92499,0,0,92499,9249.9
857,19/11/2022,3,0,P017,3,10499,31497,0,0,31497,3149.7
858,13/03/2023,24,0,P029,1,99,99,0,0,99,9.9
859,13/11/2021,37,0,P017,3,10499,31497,0,0,31497,3149.7
860,06/06/2023,40,0,P002,2,69999,139998,0,0,139998,13999.8
861,15/08/2023,33,0,P024,1,2799,2799,0,0,2799,279.9
862,24/09/2023,31,0,P018,3,2299,6897,0,0,6897,689.7
863,15/08/2020,10,0,P009,1,3499,3499,0,0,3499,349.9
864,06/07/2022,43,0,P020,1,12999,12999,0,0,12999,1299.9
865,14/06/2020,20,0,P019,1,5999,5999,0,0,5999,599.9
866,29/05/2023,8,PR001,P016,2,24999,49998,20,9999.6,39998.4,3999.84
867,13/01/2020,17,0,P020,2,12999,25998,0,0,25998,2599.8
868,28/05/2022,4,PR001,P021,2,1299,2598,20,519.6,2078.4,207.84
869,29/01/2022,9,0,P010,1,2199,2199,0,0,2199,219.9
870,09/01/2021,33,0,P013,1,15999,15999,0,0,15999,1599.9
871,21/07/2021,6,0,P016,3,24999,74997,0,0,74997,7499.7
872,17/12/2021,10,0,P013,3,15999,47997,0,0,47997,4799.7
873,11/08/2021,13,0,P002,2,69999,139998,0,0,139998,13999.8
874,15/12/2022,42,0,P023,3,1499,4497,0,0,4497,449.7
875,22/04/2023,40,PR001,P013,1,15999,15999,20,3199.8,12799.2,1279.92
876,13/02/2021,44,0,P020,3,12999,38997,0,0,38997,3899.7
877,29/11/2020,11,0,P004,3,64999,194997,0,0,194997,19499.7
878,24/07/2023,44,0,P008,2,5499,10998,0,0,10998,1099.8
879,24/03/2022,48,0,P026,2,5499,10998,0,0,10998,1099.8
880,18/12/2021,12,0,P025,1,8999,8999,0,0,8999,899.9
881,24/10/2022,20,PR002,P023,1,1499,1499,10,149.9,1349.1,134.91
882,07/11/2020,1,0,P016,1,24999,24999,0,0,24999,2499.9
883,24/12/2023,31,PR005,P021,2,1299,2598,70,1818.6,779.4,77.94
884,05/03/2020,3,0,P028,2,349,698,0,0,698,69.8
885,20/05/2022,8,PR001,P013,2,15999,31998,20,6399.6,25598.4,2559.84
886,18/08/2020,12,0,P028,2,349,698,0,0,698,69.8
887,11/07/2021,33,PR004,P014,1,4999,4999,50,2499.5,2499.5,249.95
888,07/07/2023,16,0,P004,3,64999,194997,0,0,194997,19499.7
889,09/06/2023,5,0,P001,3,79999,239997,0,0,239997,23999.7
890,05/02/2020,38,0,P014,2,4999,9998,0,0,9998,999.8
891,04/04/2022,36,PR001,P020,2,12999,25998,20,5199.6,20798.4,2079.84
892,26/06/2020,32,0,P001,2,79999,159998,0,0,159998,15999.8
893,16/02/2022,17,0,P016,2,24999,49998,0,0,49998,4999.8
894,08/12/2020,1,0,P003,1,89999,89999,0,0,89999,8999.9
895,22/05/2020,42,PR001,P019,3,5999,17997,20,3599.4,14397.6,1439.76
896,27/07/2022,23,0,P011,1,1499,1499,0,0,1499,149.9
897,28/11/2023,2,0,P016,3,24999,74997,0,0,74997,7499.7
898,02/08/2021,15,0,P008,2,5499,10998,0,0,10998,1099.8
899,24/03/2021,48,0,P011,2,1499,2998,0,0,2998,299.8
900,12/11/2021,5,0,P002,3,69999,209997,0,0,209997,20999.7
901,02/12/2022,48,0,P029,3,99,297,0,0,297,29.7
902,02/02/2020,43,0,P020,1,12999,12999,0,0,12999,1299.9
903,21/07/2021,17,0,P029,2,99,198,0,0,198,19.8
904,27/03/2020,29,0,P028,1,349,349,0,0,349,34.9
905,01/07/2020,36,0,P009,3,3499,10497,0,0,10497,1049.7
906,18/06/2022,6,0,P002,2,69999,139998,0,0,139998,13999.8
907,15/01/2021,38,0,P021,2,1299,2598,0,0,2598,259.8
908,05/11/2021,39,0,P014,2,4999,9998,0,0,9998,999.8
909,14/12/2020,48,0,P028,2,349,698,0,0,698,69.8
910,18/05/2020,46,PR001,P008,1,5499,5499,20,1099.8,4399.2,439.92
911,07/03/2023,18,0,P024,1,2799,2799,0,0,2799,279.9
912,20/01/2021,22,0,P002,1,69999,69999,0,0,69999,6999.9
913,19/07/2021,23,0,P020,2,12999,25998,0,0,25998,2599.8
914,29/12/2021,33,0,P012,1,2999,2999,0,0,2999,299.9
915,12/09/2022,14,0,P016,3,24999,74997,0,0,74997,7499.7
916,24/12/2023,16,PR005,P004,3,64999,194997,70,136497.9,58499.1,5849.91
917,18/02/2022,29,0,P006,3,7499,22497,0,0,22497,2249.7
918,17/01/2020,44,0,P027,2,699,1398,0,0,1398,139.8
919,06/08/2020,5,0,P015,3,8499,25497,0,0,25497,2549.7
920,09/08/2023,19,0,P028,1,349,349,0,0,349,34.9
921,03/04/2022,43,PR001,P007,3,6999,20997,20,4199.4,16797.6,1679.76
922,02/04/2021,40,PR001,P026,2,5499,10998,20,2199.6,8798.4,879.84
923,24/01/2021,2,0,P019,3,5999,17997,0,0,17997,1799.7
924,03/03/2023,31,0,P006,2,7499,14998,0,0,14998,1499.8
925,16/12/2020,1,0,P022,3,1999,5997,0,0,5997,599.7
926,21/11/2020,10,0,P022,3,1999,5997,0,0,5997,599.7
927,02/04/2023,2,PR001,P020,3,12999,38997,20,7799.4,31197.6,3119.76
928,17/02/2021,40,0,P017,1,10499,10499,0,0,10499,1049.9
929,01/03/2020,43,0,P005,1,92499,92499,0,0,92499,9249.9
930,17/01/2022,50,0,P027,3,699,2097,0,0,2097,209.7
931,03/12/2021,29,0,P021,2,1299,2598,0,0,2598,259.8
932,27/01/2022,28,0,P021,3,1299,3897,0,0,3897,389.7
933,14/11/2022,42,0,P003,3,89999,269997,0,0,269997,26999.7
934,02/07/2022,33,PR004,P019,2,5999,11998,50,5999,5999,599.9
935,07/02/2022,34,0,P015,1,8499,8499,0,0,8499,849.9
936,12/08/2022,45,0,P007,3,6999,20997,0,0,20997,2099.7
937,24/02/2023,20,0,P007,1,6999,6999,0,0,6999,699.9
938,24/10/2022,9,PR002,P011,3,1499,4497,10,449.7,4047.3,404.73
939,15/10/2021,5,0,P008,2,5499,10998,0,0,10998,1099.8
940,20/02/2022,44,0,P012,2,2999,5998,0,0,5998,599.8
941,30/01/2023,12,0,P025,3,8999,26997,0,0,26997,2699.7
942,30/04/2022,34,PR001,P020,1,12999,12999,20,2599.8,10399.2,1039.92
943,13/08/2021,35,0,P006,1,7499,7499,0,0,7499,749.9
944,28/09/2023,4,0,P024,1,2799,2799,0,0,2799,279.9
945,20/08/2023,17,0,P006,3,7499,22497,0,0,22497,2249.7
946,01/10/2023,21,0,P028,3,349,1047,0,0,1047,104.7
947,04/10/2021,7,0,P012,2,2999,5998,0,0,5998,599.8
948,19/07/2020,41,PR004,P024,2,2799,5598,50,2799,2799,279.9
949,07/04/2020,40,PR001,P009,2,3499,6998,20,1399.6,5598.4,559.84
950,07/02/2020,50,0,P007,3,6999,20997,0,0,20997,2099.7
951,12/09/2021,32,0,P009,3,3499,10497,0,0,10497,1049.7
952,05/07/2023,23,0,P022,1,1999,1999,0,0,1999,199.9
953,08/12/2022,17,0,P017,2,10499,20998,0,0,20998,2099.8
954,26/05/2021,34,PR001,P030,2,399,798,20,159.6,638.4,63.84
955,19/05/2023,48,PR001,P005,3,92499,277497,20,55499.4,221997.6,22199.76
956,19/12/2020,1,0,P001,1,79999,79999,0,0,79999,7999.9
957,19/05/2020,20,PR001,P013,1,15999,15999,20,3199.8,12799.2,1279.92
958,06/03/2021,19,0,P013,3,15999,47997,0,0,47997,4799.7
959,15/08/2023,9,0,P021,2,1299,2598,0,0,2598,259.8
960,16/07/2023,29,PR004,P004,2,64999,129998,50,64999,64999,6499.9
961,14/09/2020,8,0,P017,2,10499,20998,0,0,20998,2099.8
962,05/11/2020,41,0,P030,1,399,399,0,0,399,39.9
963,21/12/2020,1,0,P006,3,7499,22497,0,0,22497,2249.7
964,09/11/2022,24,0,P001,3,79999,239997,0,0,239997,23999.7
965,02/12/2020,3,0,P008,1,5499,5499,0,0,5499,549.9
966,04/11/2022,35,0,P014,1,4999,4999,0,0,4999,499.9
967,06/06/2023,46,0,P019,1,5999,5999,0,0,5999,599.9
968,27/08/2021,4,0,P024,1,2799,2799,0,0,2799,279.9
969,10/04/2023,38,PR001,P026,2,5499,10998,20,2199.6,8798.4,879.84
970,22/07/2022,46,0,P024,2,2799,5598,0,0,5598,559.8
971,30/10/2023,19,0,P001,2,79999,159998,0,0,159998,15999.8
972,26/07/2023,3,0,P027,3,699,2097,0,0,2097,209.7
973,08/12/2020,34,0,P009,1,3499,3499,0,0,3499,349.9
974,20/09/2020,28,0,P009,3,3499,10497,0,0,10497,1049.7
975,23/08/2022,32,0,P010,2,2199,4398,0,0,4398,439.8
976,06/11/2021,8,0,P014,1,4999,4999,0,0,4999,499.9
977,27/08/2023,19,0,P004,3,64999,194997,0,0,194997,19499.7
978,31/05/2020,24,PR001,P003,2,89999,179998,20,35999.6,143998.4,14399.84
979,24/12/2023,7,PR005,P013,1,15999,15999,70,11199.3,4799.7,479.97
980,01/09/2020,33,0,P001,1,79999,79999,0,0,79999,7999.9
981,22/01/2020,40,0,P004,3,64999,194997,0,0,194997,19499.7
982,18/08/2020,12,0,P030,2,399,798,0,0,798,79.8
983,03/02/2023,47,0,P025,1,8999,8999,0,0,8999,899.9
984,15/10/2020,20,0,P001,1,79999,79999,0,0,79999,7999.9
985,17/12/2022,4,0,P011,1,1499,1499,0,0,1499,149.9
986,23/07/2023,4,PR004,P004,2,64999,129998,50,64999,64999,6499.9
987,17/11/2020,37,0,P010,3,2199,6597,0,0,6597,659.7
988,07/11/2022,25,0,P027,3,699,2097,0,0,2097,209.7
989,10/02/2023,27,0,P026,1,5499,5499,0,0,5499,549.9
990,11/11/2023,17,0,P016,3,24999,74997,0,0,74997,7499.7
991,21/04/2021,39,PR001,P012,2,2999,5998,20,1199.6,4798.4,479.84
992,08/01/2020,42,0,P024,3,2799,8397,0,0,8397,839.7
993,19/05/2022,30,PR001,P029,2,99,198,20,39.6,158.4,15.84
994,06/07/2021,22,0,P002,2,69999,139998,0,0,139998,13999.8
995,14/02/2023,48,0,P013,2,15999,31998,0,0,31998,3199.8
996,02/01/2021,1,0,P011,2,1499,2998,0,0,2998,299.8
997,10/04/2021,44,PR001,P006,3,7499,22497,20,4499.4,17997.6,1799.76
998,04/08/2020,45,0,P025,1,8999,8999,0,0,8999,899.9
999,07/02/2023,41,0,P006,1,7499,7499,0,0,7499,749.9
1000,11/01/2021,1,0,P029,2,99,198,0,0,198,19.8
